,Column0,target_name,RA,DEC,MatchID,MatchRa,MatchDEC,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag
2561,16000,149445580,84.63459399999999,-64.936279,149445580,84.6345461972907,-64.93628862572051,0.0807183738698301,20190415,,,126-007093,05383230-6456106,,J053832.32-645610.0,4.660850371626883e+18,29843649.0,,STAR,tmgaia2,tmgaia2,15.0975,1.1101,52.9441,1.1106200000000002,hsoy,,,,274.583212273854,-32.0703467664516,33.9264430844717,-87.2636721609115,13.424000000000001,0.039,12.309000000000001,0.069,,,,,,,,,,,10.208,0.023,9.675,0.024,9.494,0.021,AAA-222-111-000-0-0,,9.432,0.023,9.447000000000001,0.02,9.352,0.024,9.415,0.295,11.9583,0.00037,11.2641,0.006,gbprp,splin,4406.0,,,,,,0.7192890000000001,,,,,,DWARF,,,97.6533,,,,1342,0.055393899999999996,,,0.005812603,,,,,,,,,,,,,,,,,,,dered,12.600999999999999,0.0014449999999999999,11.2021,0.000915,0,,ucac4,apassdr9,,20.4049007042965,17.2253142844792,84.6346996419747,-64.9360606720336,0.643247311490167,0.607169454915458,1,0
2562,34550,260655797,98.09899999999999,-55.7295,260655797,98.09896940121651,-55.7294856371107,0.0807534088763819,20190415,,,,06322375-5543461,,J063223.83-554343.8,5.497771860749716e+18,,,STAR,tmgaia2,tmgaia2,60.4761,0.16717,215.033,0.162169,gaia2,26.0982,0.07781310000000001,gaia2,264.773333166747,-24.734296559037105,113.464044982414,-78.5075400255679,,,18.9,0.2,,,,,,,,,,,12.892000000000001,0.023,12.325,0.022000000000000002,11.948,0.023,AAA-222-111-000-0-0,,11.758,0.023,11.532,0.021,11.569,0.11599999999999999,9.597999999999999,,16.5881,0.0012369999999999998,14.9849,0.00789341,cdwrf,cdwrf,2857.0,157.0,5.19347,0.0497296,,,0.14266099999999998,0.00428266,0.115881,0.0200257,39.9114,3.32935,DWARF,0.001221648,0.0003442624,38.2749,0.11485,,,102,0.0945574,,,0.00462393,,,,,,,,,,,,,,0.1145,0.1152,bj2018,,,cdwrf,19.0322,0.025491999999999997,15.1486,0.0028179999999999998,1,,cdwrf,,cooldwarfs_v8,2.9318987035461004,2.5149624857258197,98.099431810769,-55.7285598014437,0.0742083228342723,0.0821785484658394,1,0
2574,28912,270474308,97.246156,-78.006966,270474308,97.246090186415,-78.00698390537609,0.0811098371346293,20190415,,9383-00991-1,060-004695,06285907-7800250,,J062859.05-780024.9,5.212222574983242e+18,34634840.0,,STAR,tmgaia2,tmgaia2,-7.48373,0.0621289,15.9144,0.080535,gaia2,2.47761,0.0433005,gaia2,289.430820954724,-27.653304899718698,262.533098983821,-78.3646854442931,10.75,0.049,9.537,0.005,,,,,,,,,,,7.528,0.023,7.03,0.038,6.8629999999999995,0.016,AAA-111-111-000-0-0,,6.7829999999999995,0.069,6.836,0.02,6.787000000000001,0.016,6.74,0.053,9.21535,0.000336,8.5492,0.006,rered,gaia2,4879.0,122.0,,,,,8.47902,,,,,,GIANT,,,399.10699999999997,6.9515,0.11164600000000001,0.000816405,0,,,,,0.00081332,0.00081949,schlegel,,,,,,,,,,,6.832000000000001,7.071000000000001,bj2018,,,dered,9.82277,0.001661,8.51341,0.002629,1,,tycho2v3,tycho2b3,,1.23971297955392,1.2490692235301202,97.245935120079,-78.00691538508491,0.0353953507900562,0.0440427021636817,0,0
2575,25840,300710350,115.332801,-70.886574,300710350,115.33286051803499,-70.8865853212374,0.0811377690740431,20190415,,,096-014277,07411987-7053116,,J074119.93-705311.2,5.264370968379716e+18,33653626.0,,STAR,tmgaia2,tmgaia2,20.3284,0.0305349,40.0269,0.035024599999999996,gaia2,7.9716,0.016204399999999997,gaia2,282.821835633978,-21.586438825687104,216.670572007767,-79.9402699618365,12.593,0.027000000000000003,11.698,0.057,,,,,,,,,,,10.107000000000001,0.024,9.646,0.022000000000000002,9.517999999999999,0.02,AAA-222-111-000-0-0,,9.497,0.023,9.562999999999999,0.02,9.506,0.026000000000000002,9.652999999999999,0.402,11.4723,0.000207,10.9014,0.006,rered,spect,4987.59,117.70200000000001,4.53664,0.0847061,-0.045350699999999994,0.050795,0.813299,0.0503316,0.83,0.0938895,1.5428600000000001,0.377421,DWARF,0.3687724,0.014301300000000001,124.992,0.255,0.0422004,0.01034453,178,0.02113876,,,0.006467939,0.010945100000000001,0.00974396,schlegel,0.06589389999999999,0.121885,0.0535196,0.0471437,0.389635,0.365207,0.08981189999999999,0.07960039999999999,0.0112321,0.0173705,0.255,0.255,bj2018,136.994,98.4103,spect,11.9611,0.001424,10.8514,0.000983,1,,ucac4,apassdr9,,0.581144497669107,0.543194831720234,115.333127819796,-70.8864129833872,0.0152047918237105,0.0184531655247491,1,0
2584,7663,167651964,102.21623000000001,-63.895299,167651964,102.21617871497101,-63.89529770437739,0.0813716478621156,20190415,,,131-009064,06485189-6353432,,J064851.83-635341.4,5.286215958023644e+18,29887334.0,,STAR,tmgaia2,tmgaia2,-29.8827,0.0386064,150.787,0.0390465,gaia2,16.642,0.021146,gaia2,274.02941064584,-24.447943135324397,158.135317424481,-84.2421794206815,14.249,0.017,12.675,0.069,,,,,,,,,,,10.017999999999999,0.024,9.39,0.025,9.166,0.019,AAA-222-111-000-0-0,,9.06,0.023,9.048,0.021,8.934,0.023,8.975,0.248,12.1421,0.000303,11.195,0.00730175,cdwrf,cdwrf,3887.0,157.0,4.68358,0.00984032,,,0.562032,0.0165856,0.555949,0.020216,3.1315,0.163571,DWARF,0.06496433,0.01439393,59.9848,0.07665,,,146,0.02296753,,,0.009162011999999999,,,,,,,,,,,,,,,,bj2018,,,cdwrf,13.0799,0.002206,11.2043,0.0011480000000000001,1,,ucac4,apassdr9,cooldwarfs_v8,0.7054431112487951,0.605579967042462,102.215886310737,-63.89464848286139,0.0179544050323118,0.0208552212308423,1,0
2585,26584,32090046,58.404058,-70.458303,32090046,58.4040205255935,-70.45828417559541,0.0814175264401432,20190415,,,098-003660,03533697-7027298,,J035336.87-702730.0,4.666178987227484e+18,33556250.0,,STAR,tmgaia2,tmgaia2,-38.8259,0.0765801,-19.8036,0.0916554,gaia2,12.1445,0.0476781,gaia2,284.864687441123,-39.658493502339894,327.078960348581,-77.9494546752583,17.802,,16.468,0.28600000000000003,,,,,,,,,,,12.152000000000001,0.022000000000000002,11.519,0.022000000000000002,11.284,0.021,AAA-222-111-000-0-0,,11.122,0.023,10.985999999999999,0.02,10.819,0.066,9.243,0.36700000000000005,15.0069,0.000661,13.7356,0.00736948,cdwrf,cdwrf,3326.0,157.0,4.87803,0.000637526,,,0.345855,0.010398899999999999,0.329417,0.0202732,7.96276,0.22770900000000002,DWARF,0.01318778,0.003301507,82.1477,0.32415,,,63,0.009701851,,,0.003428837,,,,,,,,,,,,,,0.3229,0.3254,bj2018,,,cdwrf,16.5124,0.005204,13.8081,0.001532,1,,ucac4,apassdr9,cooldwarfs_v8,1.45372002515735,1.4214686775354202,58.4035207631859,-70.4583694417832,0.041379952788627,0.0479797804144487,1,0
2587,1533,279158438,103.04420999999999,-58.1072,279158438,103.044247625836,-58.1071892031699,0.0814382634481237,20190415,,8544-01135-1,160-008931,06521061-5806259,,J065210.61-580625.5,5.483787477296791e+18,27322050.0,,STAR,tmgaia2,tmgaia2,13.8634,0.041363699999999996,37.0841,0.042723199999999996,gaia2,7.79218,0.023756700000000002,gaia2,267.998834021417,-22.6829335661877,131.560076204512,-79.6448564376133,12.991,0.35200000000000004,11.773,0.039,,,,,,,,,,,10.273,0.022000000000000002,9.8,0.022000000000000002,9.65,0.019,AAA-222-111-000-0-0,,9.651,0.024,9.721,0.022000000000000002,9.601,0.033,8.673,,11.752,0.0005639999999999999,11.1263,0.006,rered,spect,4944.0,182.734,4.6032,0.123877,,,0.7441770000000001,0.0701005,0.81,0.105985,1.96543,0.719453,DWARF,0.298099,0.015106399999999999,127.86,0.3915,0.0379514,0.01032157,124,0.1328181,,,0.006228826999999999,0.0134762,0.00716694,schlegel,0.110779,0.10119,0.07482260000000002,0.0653784,0.694627,0.744278,0.092416,0.155338,0.012627600000000001,0.0175852,0.39,0.39299999999999996,bj2018,176.989,188.479,spect,12.3126,0.00234,11.0816,0.0020109999999999998,1,,tycho2v3,tycho2b3,,0.733750118191947,0.662588336245117,103.044360603398,-58.1070295355663,0.0217715132623591,0.0223997543716911,1,0
2592,4049,141126397,80.12531,-71.95877,141126397,80.12526945860841,-71.9587888355139,0.081492309120121,20190415,,,,05203007-7157315,,J052029.97-715731.5,4.65135529844965e+18,,,STAR,tmgaia2,tmgaia2,2.0504700000000002,0.13105899999999998,0.6596479999999999,0.170145,gaia2,-0.154083,0.09032130000000001,gaia2,283.091837795548,-32.6893616796641,298.386371235106,-83.5856950135889,19.348,0.139,17.9171,0.0464,,,,,,,,,,,15.857999999999999,0.091,14.925,0.076,14.802999999999999,0.11699999999999999,AAB-222-111-000-0-0,,14.815,0.028999999999999998,14.997,0.05,12.814,,8.984,,17.5379,0.001482,16.8211,0.0062,rered,gaia2,4646.0,124.0,,,,,2.71944,,,,,,GIANT,,,5207.27,1178.64,0.10763699999999998,2.77865e-10,0,,,,,2.48777e-09,-1.93204e-09,schlegel,,,,,,,,,,,1026.62,1330.66,bj2018,,,dered,18.173,0.01069,16.7478,0.008938,1,,gaia2,bpbj,,2.51120933330031,2.6387631134814704,80.1252979648546,-71.9587859953649,0.0671240306027232,0.0894225520446276,0,0
2593,14597,177164882,104.485901,-68.368181,177164882,104.48587124319599,-68.3681611941559,0.0815066637590183,20190415,,,109-013251,06575661-6822054,,J065756.56-682205.8,5.280583782727208e+18,,,STAR,tmgaia2,tmgaia2,-19.0684,0.144077,-39.8743,0.154373,gaia2,15.0163,0.0744563,gaia2,279.04538637242297,-24.491478801611,204.638368790418,-84.1774043275632,17.942,0.166,16.862000000000002,1.133,,,,,,,,,,,12.165,0.024,11.565,0.026000000000000002,11.297,0.023,AAA-222-111-000-0-0,,11.142999999999999,0.023,10.956,0.02,10.779000000000002,0.049,9.802,,15.1978,0.0006450000000000001,13.8485,0.007502600000000001,cdwrf,cdwrf,3217.0,157.0,4.93717,0.00676569,,,0.289788,0.0088344,0.265009,0.0202519,10.8898,0.162196,DWARF,0.00810326,0.0020882329999999997,66.469,0.33145,,,141,0.0700171,,,0.004153965999999999,,,,,,,,,,,,,,0.3298,0.3331,bj2018,,,cdwrf,16.8659,0.005243,13.9384,0.002159,1,,ucac4,bpbj,cooldwarfs_v8,2.7005325287825697,2.39401553811487,104.485648533244,-68.3683328753193,0.0714914173226765,0.0768575955465658,1,0
2603,2218,41173537,91.29784599999999,-69.799777,41173537,91.2978001340934,-69.7997932599604,0.0817140635547774,20190415,,,102-017289,06051148-6947592,,J060511.42-694758.5,5.279638542027532e+18,33109585.0,,STAR,tmgaia2,tmgaia2,-25.7923,0.0335641,61.7637,0.034958300000000005,gaia2,9.10242,0.0182086,gaia2,280.104347865301,-29.309682415121003,262.130616775285,-86.7253907249946,13.907,0.005,12.622,0.069,,,,,,,,,,,10.517000000000001,0.022000000000000002,9.954,0.024,9.802999999999999,0.021,AAA-222-111-000-0-0,,9.721,0.023,9.771,0.02,9.726,0.027999999999999997,9.351,,12.2843,0.00041799999999999997,11.5512,0.006,rered,gaia2,4408.0,125.36200000000001,4.61217,0.100954,,,0.679786,0.0569246,0.69,0.0845933,2.1965,0.6642359999999999,DWARF,0.15718310000000002,0.00898012,109.51299999999999,0.22,0.031244799999999996,0.01005177,929,0.1117776,,,0.005205981,0.010226100000000002,0.00987745,schlegel,0.08169630000000001,0.08749019999999999,0.0480397,0.0658095,0.5904020000000001,0.738071,0.0814701,0.12043699999999999,0.00728484,0.0106754,0.22,0.22,bj2018,134.855,115.868,dered,12.9816,0.002199,11.4973,0.001116,1,,ucac4,apassdr9,,0.634571557532969,0.5421400940287361,91.29747853064251,-69.799527333209,0.0177215424812706,0.0176211104974625,1,0
2606,33098,33733359,61.513438,-74.25184,33733359,61.513435187483395,-74.2518626947965,0.0817474696787777,20190415,,9159-00207-1,079-004160,04060322-7415067,,J040603.26-741505.9,4.629263331002902e+18,33560179.0,,STAR,tmgaia2,tmgaia2,14.8842,0.0378031,67.8684,0.041535,gaia2,12.267999999999999,0.019087599999999996,gaia2,288.19843824666697,-36.7580961354169,308.288081916029,-77.94101587335909,11.739,0.15,10.87,0.011000000000000001,,,,,,,,,,,9.341000000000001,0.024,8.906,0.022000000000000002,8.777999999999999,0.023,AAA-222-111-000-0-0,,8.721,0.023,8.783999999999999,0.02,8.711,0.021,9.238999999999999,0.349,10.7122,0.00042800000000000005,10.1394,0.006,gbprp,gaia2,4974.0,123.117,4.64067,0.09093369999999999,,,0.717141,0.045467400000000005,0.82,0.101124,2.2233099999999997,0.5826180000000001,DWARF,0.2836132,0.008057115,81.3211,0.12715,,,76,0.001350385,,,0.0123207,,,,0.10301099999999999,0.09923739999999999,0.0360186,0.054916099999999995,0.534871,0.630366,0.0852299,0.0966375,0.00629477,0.00981946,0.1269,0.1274,bj2018,108.70200000000001,137.531,dered0,11.2079,0.001253,10.0886,0.00117,1,,tycho2v3,tycho2b3,,0.735160865500309,0.6441269468860489,61.513671306081,-74.2515704837556,0.019431530534658,0.0207542922908215,1,0
2607,7933,382257922,82.4289,-55.4992,382257922,82.4288834790449,-55.4992206900035,0.0817480585629142,20190415,,,173-006155,05294293-5529572,,,4.766907137233719e+18,27255374.0,,STAR,tmgaia2,tmgaia2,113.64,0.042562199999999994,387.06699999999995,0.050383199999999996,gaia2,29.2592,0.0233774,gaia2,263.405775925474,-33.4874138107078,68.2786890637051,-78.366526490178,14.419,0.063,12.884,0.052000000000000005,,,,,,,,,,,9.578,0.024,8.996,0.024,8.762,0.021,AAA-222-111-000-0-0,,,,,,,,,,12.0177,0.000309,10.9353,0.00732,cdwrf,cdwrf,3620.0,157.0,4.79932,0.005132899999999999,,,0.430095,0.0128109,0.424994,0.020287,5.341819999999999,0.22240100000000002,DWARF,0.02861922,0.006702797,34.1434,0.02745,,,71,0.0024389389999999998,,,0.01652706,,,,,,,,,,,,,,,,bj2018,,,cdwrf,13.1623,0.001999,10.9696,0.001279,1,,cdwrf,apassdr9,cooldwarfs_v8,0.7457290358577192,0.7812980079112071,82.42974730013721,-55.4975541545578,0.0206986025245346,0.0236625932192744,1,0
2616,4837,348795934,98.7175,-55.1733,348795934,98.71746475691981,-55.1732893751353,0.0819339398356764,20190415,,,175-008508,06345219-5510239,,J063452.29-551022.5,5.497823606515595e+18,27305404.0,,STAR,tmgaia2,tmgaia2,80.9185,0.07291160000000001,120.44200000000001,0.0898938,gaia2,15.44,0.039433499999999996,gaia2,264.262739070435,-24.268991694477002,114.33508621923599,-77.8745939665111,16.509,0.033,14.911,0.054000000000000006,,,,,,,,,,,11.12,0.023,10.501,0.024,10.290999999999999,0.024,AAA-222-111-000-0-0,,10.107000000000001,0.023,10.008,0.02,9.901,0.034,9.296,,13.8365,0.000442,12.6319,0.007294,cdwrf,cdwrf,3430.0,157.0,4.81804,0.00415574,,,0.409416,0.0123414,0.40207,0.020382400000000002,5.85878,0.232802,DWARF,0.02090262,0.005114593,64.6463,0.16605,,,115,0.0148779,,,0.005973178000000001,,,,,,,,,,,,,,0.1656,0.1665,bj2018,,,cdwrf,15.1935,0.0029760000000000003,12.6894,0.001078,1,,cdwrf,apassdr9,cooldwarfs_v8,1.2755662830363201,1.39406043232925,98.7180748100586,-55.1727708069314,0.0348448696807853,0.0443779037451884,1,0
2618,30628,349055189,107.244498,-60.576948,349055189,107.244480316283,-60.576969064261206,0.0820271283701525,20190415,,,148-009751,07085867-6034370,,J070858.76-603438.7,5.479374763474885e+18,29904052.0,,STAR,tmgaia2,tmgaia2,67.2647,0.0527507,-153.90200000000002,0.0450519,gaia2,11.9356,0.023247,gaia2,271.207411463357,-21.3301319090702,150.02796384618,-80.3218113768006,12.449000000000002,0.047,11.315,0.046,,,,,,,,,,,9.54,0.023,9.003,0.022000000000000002,8.874,0.019,AAA-222-111-000-0-0,,8.821,0.024,8.896,0.02,8.798,0.024,8.838,0.29100000000000004,11.0763,0.000584,10.4265,0.006,gbprp,spect,4639.0,172.895,4.556,0.126088,,,0.7510180000000001,0.0775779,0.74,0.0938843,1.74695,0.659675,DWARF,0.23533850000000003,0.013485299999999999,83.5808,0.16365,,,162,0.5934435,,,0.008796156,,,,0.0805146,0.107254,0.0801095,0.0750462,0.578674,0.740677,0.14982,0.102355,0.011543000000000001,0.015427600000000001,0.1633,0.16399999999999998,bj2018,165.648,180.141,spect,11.6693,0.001466,10.3757,0.001446,1,,ucac4,apassdr9,,0.9471674053201659,0.6986879723809879,107.24506985236201,-60.5776316991755,0.0228251986957992,0.0231468758162635,1,0
2623,38,29762098,64.38101400000001,-67.168702,29762098,64.3810201569209,-67.1686793207379,0.08209707215845402,20190415,,,115-003809,04173144-6710072,,J041731.37-671007.5,4.668635841663338e+18,32424561.0,,STAR,tmgaia2,tmgaia2,-32.4308,0.0420608,-25.62,0.0409719,gaia2,6.90641,0.0195232,gaia2,279.774245651327,-39.429704653341396,344.79162132079904,-79.9875319021233,13.454,0.016,12.540999999999999,0.08,,,,,,,,,,,10.706,0.024,10.182,0.02,10.097000000000001,0.022000000000000002,AAA-222-111-000-0-0,,10.037,0.023,10.116,0.02,9.975,0.037000000000000005,8.7,,12.2105,0.00015900000000000002,11.5916,0.006,rered,spect,4829.94,119.744,4.63448,0.089192,-0.0896793,0.060813099999999995,0.704436,0.046382,0.78,0.0899654,2.23136,0.592327,DWARF,0.2433013,0.00967792,144.19,0.409,0.018082900000000002,0.00957383,98,0.003910289,,,0.005052079,0.0125622,0.00658546,schlegel,0.07344980000000001,0.10648099999999999,0.041433199999999996,0.0513307,0.43246999999999997,0.752185,0.066887,0.111497,0.0102793,0.00907654,0.408,0.41,bj2018,121.399,118.09,spect,12.7584,0.0013390000000000001,11.539000000000001,0.0008470000000000001,1,,ucac4,apassdr9,,0.78284400042158,0.6354279193211451,64.3806602971067,-67.1687896294763,0.0204679355795457,0.0214891833022303,1,0
2626,1838,350583992,87.11891,-58.072864,350583992,87.11895147863041,-58.0728702799246,0.0821405118344751,20190415,,8528-00978-1,160-006414,05482853-5804223,,J054828.53-580422.0,4.765290717702235e+18,27267610.0,,STAR,tmgaia2,tmgaia2,-6.980460000000001,0.05882869999999999,19.9218,0.062340099999999996,gaia2,10.4952,0.028551299999999998,gaia2,266.51335268733897,-30.976394552994105,79.7495048461556,-81.409554797176,12.099,0.245,11.42,0.017,,,,,,,,,,,9.774,0.027000000000000003,9.304,0.026000000000000002,9.146,0.021,AAA-222-111-000-0-0,,9.073,0.023,9.133,0.02,9.059,0.026000000000000002,9.125,0.385,11.1688,0.001031,10.5651,0.0061,gbprp,gaia2,4827.0,118.37799999999999,4.59825,0.08972949999999999,,,0.734438,0.0484473,0.78,0.0933911,1.96892,0.509868,DWARF,0.2638242,0.008935715,95.0205,0.2597,,,81,0.005766645999999999,,,0.009467882,,,,0.09490499999999999,0.09187719999999999,0.040673400000000005,0.0562211,0.475876,0.54386,0.0882584,0.0912005,0.00865111,0.00922032,0.259,0.2604,bj2018,141.58,95.1762,dered0,11.6988,0.002821,10.5106,0.001905,1,,tycho2v3,tycho2b3,,1.04326126182373,0.9666214534039309,87.11889464718142,-58.0727845055199,0.0263292161215321,0.0260062654244226,1,0
2632,15945,300137488,108.422347,-71.893906,300137488,108.42231404200399,-71.8938855598392,0.0823063641702232,20190415,,,091-013273,07134136-7153380,,J071341.44-715337.7,5.264076264903624e+18,33638438.0,,STAR,tmgaia2,tmgaia2,39.4262,0.03469559999999999,17.198,0.047619800000000004,gaia2,6.2035800000000005,0.0205663,gaia2,283.142583594406,-23.9909853260092,227.600977556008,-81.6249619997604,13.206,0.026000000000000002,12.285,0.08,,,,,,,,,,,10.659,0.022000000000000002,10.258,0.024,10.163,0.026000000000000002,AAA-222-111-000-0-0,,10.052,0.023,10.113,0.02,10.051,0.032,9.388,,12.040999999999999,0.000176,11.460999999999999,0.006,rered,spect,4937.81,127.21799999999999,4.48551,0.0898568,0.00691322,0.1,0.8521569999999999,0.0579196,0.81,0.09650539999999999,1.3089600000000001,0.343944,DWARF,0.3889302,0.01592395,160.45,0.5335,0.0687429,0.00972206,155,0.3677861,,,0.00388623,0.0120723,0.00737182,schlegel,0.0915517,0.10145900000000001,0.0545347,0.0613045,0.29146700000000003,0.396422,0.0795915,0.100122,0.012524500000000001,0.0193234,0.531,0.536,bj2018,134.624,119.81299999999999,spect,12.5404,0.001145,11.4139,0.001275,1,,ucac4,apassdr9,,0.66454040053985,0.7384524413786591,108.42286025753401,-71.89381151366321,0.0183161792749973,0.0225878806108756,1,0
2633,3731,167603285,101.916,-60.2423,167603285,101.916041952484,-60.2423094838233,0.0823696617257709,20190415,,,149-008327,06473984-6014321,,J064739.78-601434.2,5.479997671171467e+18,29886490.0,,STAR,tmgaia2,tmgaia2,-47.9265,0.0758729,-181.437,0.0739507,gaia2,13.7936,0.034800599999999994,gaia2,270.092826308246,-23.7738376188446,135.633401633507,-81.75793976421221,16.878,0.168,15.424000000000001,0.017,,,,,,,,,,,11.627,0.022000000000000002,11.081,0.024,10.855,0.021,AAA-222-111-000-0-0,,10.74,0.023,10.561,0.02,10.449000000000002,0.048,9.422,,14.3128,0.000479,13.1114,0.007335300000000001,cdwrf,cdwrf,3441.0,157.0,4.85884,0.000992967,,,0.365619,0.0109461,0.352229,0.020269,7.206739999999999,0.232269,DWARF,0.016884599999999996,0.004114342,72.3463,0.1835,,,112,0.00272381,,,0.00531871,,,,,,,,,,,,,,0.183,0.184,bj2018,,,cdwrf,15.6513,0.002196,13.1671,0.001376,1,,cdwrf,apassdr9,cooldwarfs_v8,1.36007260278371,1.14680541274879,101.915626202985,-60.2430906715629,0.0346634480666472,0.0361390493054687,1,0
2645,1584,278988053,101.82332099999999,-56.546271,278988053,101.82329944615101,-56.546290656935504,0.0826882730322294,20190415,,8544-01499-1,168-008920,06471759-5632465,,J064717.60-563246.0,5.484732507541624e+18,27317636.0,,STAR,tmgaia2,tmgaia2,5.0942300000000005,0.0432344,56.431999999999995,0.050986300000000005,gaia2,7.715730000000001,0.0208322,gaia2,266.17780575221803,-22.9118117294521,124.692723783418,-78.55388640100341,13.043,0.358,11.963,0.033,,,,,,,,,,,10.341,0.023,9.859,0.024,9.774,0.021,AAA-222-111-000-0-0,,9.674,0.023,9.718,0.02,9.671,0.031,9.103,0.29100000000000004,11.8009,0.000305,11.1944,0.006,rered,spect,4954.9,126.95100000000001,4.64303,0.08978330000000001,0.09581410000000001,0.1,0.7152,0.046874400000000004,0.82,0.0996436,2.24146,0.5804729999999999,DWARF,0.27777240000000003,0.010771600000000001,129.122,0.35,0.0210005,0.01060759,129,0.01641382,,,0.006463096999999999,0.0136646,0.00755059,schlegel,0.0674752,0.13181199999999998,0.049564300000000006,0.0441844,0.6090300000000001,0.5519149999999999,0.113245,0.0663215,0.010735799999999998,0.0108074,0.349,0.35100000000000003,bj2018,125.346,128.555,spect,12.3341,0.0010789999999999999,11.1431,0.0013160000000000001,1,,tycho2v3,tycho2b3,,0.7611418774879151,0.7906012610167691,101.82333923385099,-56.546047685830295,0.0188127756298291,0.0222662115947768,1,0
2649,26209,453079202,113.65628400000001,-71.201287,453079202,113.656220578289,-71.20127639399999,0.082891547143741,20190415,,9183-00280-1,094-012430,07343750-7112046,,J073437.44-711203.6,5.264272493369229e+18,33649457.0,,STAR,tmgaia2,tmgaia2,-26.8645,0.108204,91.02799999999999,0.160876,gaia2,7.468719999999999,0.0713197,gaia2,282.93935822963,-22.2059058047966,219.278108319929,-80.38443095580159,12.727,0.263,11.547,0.027999999999999997,,,,,,,,,,,9.775,0.023,9.3,0.022000000000000002,9.146,0.019,AAA-222-111-000-0-0,,9.084,0.023,9.146,0.02,9.058,0.021,8.861,0.17800000000000002,11.2168,0.0008439999999999999,10.6025,0.0061,rered,spect,4929.65,110.404,4.33108,0.0847471,0.10894000000000001,0.0482627,1.01797,0.06181659999999999,0.81,0.0962953,0.76786,0.185444,DWARF,0.5513507,0.02504855,133.39600000000002,1.2790000000000001,0.05134400000000001,0.01074629,185,0.02555792,,,0.005646209,0.0118791,0.00961347,schlegel,0.0915475,0.101043,0.0460578,0.07757539999999999,0.167493,0.203395,0.07586330000000001,0.0936308,0.0289272,0.021169900000000002,1.2670000000000001,1.291,bj2018,110.336,110.471,spect,11.7566,0.0024649999999999997,10.552999999999999,0.0015689999999999999,1,,tycho2v3,tycho2b3,,2.06356008977142,2.49494909883437,113.655861637919,-71.20088446822871,0.0600322838768314,0.0827028638587389,1,0
2652,16493,306736492,120.84816799999999,-66.481827,306736492,120.84814294769899,-66.4818062348389,0.0829664791681241,20190415,,,118-015813,08032356-6628545,,J080323.47-662854.5,5.274418649232106e+18,,,STAR,tmgaia2,tmgaia2,-42.2413,0.0764564,-3.2099900000000003,0.0794767,gaia2,15.6696,0.0406005,gaia2,279.41713220862005,-17.9645796333704,193.841959851799,-77.8346541022443,17.948,0.165,16.217,0.149,,,,,,,,,,,12.077,0.022000000000000002,11.453,0.022000000000000002,11.186,0.021,AAA-222-111-000-0-0,,11.036,0.022000000000000002,10.879000000000001,0.02,10.758,0.052000000000000005,9.25,,14.8346,0.000525,13.5871,0.00734804,cdwrf,cdwrf,3364.0,157.0,4.934819999999999,0.00673322,,,0.291854,0.00877474,0.267351,0.0201874,10.7544,0.15647,DWARF,0.009827657,0.002438983,63.7006,0.166,,,232,0.10262529999999999,,,0.004732282,,,,,,,,,,,,,,0.1656,0.1664,bj2018,,,cdwrf,16.2836,0.0030280000000000003,13.6539,0.001444,1,,ucac4,bpbj,cooldwarfs_v8,1.4174423673806797,1.23257162218027,120.847687173466,-66.4818200562926,0.0384560787887271,0.0410203004595454,1,0
